# rad[Rsun] Temperature[K] rho[cgs] Pressure[cgs] xmr[0-1] Hp[cm] gmr[cm/s2] gsurf[cm/s2] grav[cm/s2] phi delta abadd abla abmu Nt2[rad2/sec2] Nmu2[rad2/sec2] N2[rad2/sec2] N[rad/sec] Kt[cgs] cp gamma1 kap[cgs] eint[erg/g/s] mu
9.851061960e-01 1.190700000e+04 7.445100000e-07 6.467000000e+05 9.999999993e-01 3.096180000e+07 2.823440000e+04 2.817180000e+04 1.002220000e+00 1.048930000e+00 1.782110000e+00 1.186400000e-01 1.647490000e-01 -0.000000000e+00 -7.493280000e-05 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 1.095800000e+09 1.193300000e+00 4.645900000e+02 4.001400000e+12 1.137508000e+00
9.851299150e-01 1.182400000e+04 7.219700000e-07 6.206700000e+05 9.999999993e-01 3.055490000e+07 2.823310000e+04 2.817180000e+04 1.002180000e+00 1.047540000e+00 1.763980000e+00 1.191930000e-01 1.681420000e-01 -0.000000000e+00 -7.978330000e-05 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 1.076000000e+09 1.193700000e+00 4.376300000e+02 3.948200000e+12 1.141467000e+00
9.851421450e-01 1.173900000e+04 6.991100000e-07 5.946500000e+05 9.999999994e-01 3.034250000e+07 2.823240000e+04 2.817180000e+04 1.002150000e+00 1.046110000e+00 1.745220000e+00 1.198040000e-01 1.700320000e-01 -0.000000000e+00 -8.156330000e-05 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 1.055500000e+09 1.194100000e+00 4.109600000e+02 3.894100000e+12 1.145505000e+00
9.851674030e-01 1.164700000e+04 6.763100000e-07 5.686300000e+05 9.999999994e-01 2.989730000e+07 2.823090000e+04 2.817180000e+04 1.002100000e+00 1.044550000e+00 1.724360000e+00 1.205490000e-01 1.742860000e-01 -0.000000000e+00 -8.749680000e-05 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 1.032600000e+09 1.194600000e+00 3.836800000e+02 3.835800000e+12 1.149900000e+00
9.851804570e-01 1.158300000e+04 6.609600000e-07 5.512800000e+05 9.999999994e-01 2.966370000e+07 2.823020000e+04 2.817180000e+04 1.002070000e+00 1.043470000e+00 1.709860000e+00 1.211020000e-01 1.766810000e-01 -0.000000000e+00 -9.043930000e-05 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 1.016600000e+09 1.195100000e+00 3.655800000e+02 3.796000000e+12 1.152916000e+00
9.851938140e-01 1.151700000e+04 6.455500000e-07 5.339300000e+05 9.999999994e-01 2.942220000e+07 2.822940000e+04 2.817180000e+04 1.002050000e+00 1.042340000e+00 1.694620000e+00 1.217180000e-01 1.792930000e-01 -0.000000000e+00 -9.361140000e-05 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 9.998300000e+08 1.195500000e+00 3.474300000e+02 3.754900000e+12 1.156047000e+00
9.852074900e-01 1.145700000e+04 6.320300000e-07 5.187600000e+05 9.999999995e-01 2.917200000e+07 2.822860000e+04 2.817180000e+04 1.002020000e+00 1.041310000e+00 1.680560000e+00 1.223200000e-01 1.821470000e-01 -0.000000000e+00 -9.729070000e-05 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 9.842900000e+08 1.196000000e+00 3.314700000e+02 3.717500000e+12 1.158901000e+00
9.852179660e-01 1.139400000e+04 6.184200000e-07 5.035800000e+05 9.999999995e-01 2.897840000e+07 2.822800000e+04 2.817180000e+04 1.002000000e+00 1.040250000e+00 1.665980000e+00 1.229770000e-01 1.844680000e-01 -0.000000000e+00 -9.979040000e-05 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 9.681600000e+08 1.196600000e+00 3.155700000e+02 3.679400000e+12 1.161827000e+00
9.852322410e-01 1.132900000e+04 6.048000000e-07 4.884100000e+05 9.999999995e-01 2.871140000e+07 2.822720000e+04 2.817180000e+04 1.001970000e+00 1.039140000e+00 1.650550000e+00 1.237140000e-01 1.878360000e-01 -0.000000000e+00 -1.040510000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 9.510200000e+08 1.197200000e+00 2.995500000e+02 3.639700000e+12 1.164888000e+00
9.852431880e-01 1.127100000e+04 5.930700000e-07 4.754000000e+05 9.999999995e-01 2.850400000e+07 2.822660000e+04 2.817180000e+04 1.001940000e+00 1.038160000e+00 1.636780000e+00 1.244070000e-01 1.905910000e-01 -0.000000000e+00 -1.072740000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 9.357300000e+08 1.197900000e+00 2.858400000e+02 3.604800000e+12 1.167588000e+00
9.852543510e-01 1.121000000e+04 5.813000000e-07 4.623900000e+05 9.999999995e-01 2.829020000e+07 2.822590000e+04 2.817180000e+04 1.001920000e+00 1.037140000e+00 1.622430000e+00 1.251680000e-01 1.935700000e-01 -0.000000000e+00 -1.107260000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 9.197400000e+08 1.198500000e+00 2.721300000e+02 3.568900000e+12 1.170375000e+00
9.852657400e-01 1.114800000e+04 5.695000000e-07 4.493900000e+05 9.999999995e-01 2.806950000e+07 2.822530000e+04 2.817180000e+04 1.001900000e+00 1.036080000e+00 1.607440000e+00 1.260060000e-01 1.968020000e-01 -0.000000000e+00 -1.144320000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 9.030100000e+08 1.199300000e+00 2.583900000e+02 3.531900000e+12 1.173254000e+00
9.852773650e-01 1.108200000e+04 5.576600000e-07 4.363800000e+05 9.999999995e-01 2.784130000e+07 2.822460000e+04 2.817180000e+04 1.001880000e+00 1.034980000e+00 1.591780000e+00 1.269320000e-01 2.003170000e-01 -0.000000000e+00 -1.184210000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 8.854900000e+08 1.200200000e+00 2.446300000e+02 3.493800000e+12 1.176230000e+00
9.852892360e-01 1.101400000e+04 5.457800000e-07 4.233800000e+05 9.999999996e-01 2.760500000e+07 2.822390000e+04 2.817180000e+04 1.001850000e+00 1.033850000e+00 1.575390000e+00 1.279580000e-01 2.041540000e-01 -0.000000000e+00 -1.227300000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 8.671300000e+08 1.201200000e+00 2.308600000e+02 3.454600000e+12 1.179308000e+00
9.853013650e-01 1.094300000e+04 5.338800000e-07 4.103800000e+05 9.999999996e-01 2.736010000e+07 2.822320000e+04 2.817180000e+04 1.001830000e+00 1.032670000e+00 1.558240000e+00 1.291000000e-01 2.083590000e-01 -0.000000000e+00 -1.274000000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 8.478600000e+08 1.202300000e+00 2.170900000e+02 3.414100000e+12 1.182494000e+00
9.853137640e-01 1.088000000e+04 5.239500000e-07 3.995400000e+05 9.999999996e-01 2.710570000e+07 2.822250000e+04 2.817180000e+04 1.001800000e+00 1.031640000e+00 1.543210000e+00 1.301620000e-01 2.129840000e-01 -0.000000000e+00 -1.330780000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 8.309400000e+08 1.203400000e+00 2.055900000e+02 3.379200000e+12 1.185252000e+00
9.853221870e-01 1.081600000e+04 5.139700000e-07 3.887100000e+05 9.999999996e-01 2.693070000e+07 2.822200000e+04 2.817180000e+04 1.001780000e+00 1.030600000e+00 1.527790000e+00 1.313130000e-01 2.163340000e-01 -0.000000000e+00 -1.361220000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 8.135300000e+08 1.204500000e+00 1.942000000e+02 3.343700000e+12 1.188057000e+00
9.853350660e-01 1.074800000e+04 5.040100000e-07 3.778700000e+05 9.999999996e-01 2.665890000e+07 2.822130000e+04 2.817180000e+04 1.001760000e+00 1.029500000e+00 1.511500000e+00 1.326040000e-01 2.218150000e-01 -0.000000000e+00 -1.427450000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 7.951000000e+08 1.205900000e+00 1.827600000e+02 3.306800000e+12 1.190986000e+00
9.853438220e-01 1.067800000e+04 4.939800000e-07 3.670400000e+05 9.999999996e-01 2.647130000e+07 2.822080000e+04 2.817180000e+04 1.001740000e+00 1.028390000e+00 1.494770000e+00 1.340130000e-01 2.258120000e-01 -0.000000000e+00 -1.462870000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 7.761400000e+08 1.207400000e+00 1.714700000e+02 3.269300000e+12 1.193964000e+00
9.853572220e-01 1.060400000e+04 4.840000000e-07 3.562000000e+05 9.999999996e-01 2.617920000e+07 2.822000000e+04 2.817180000e+04 1.001710000e+00 1.027210000e+00 1.477060000e+00 1.356070000e-01 2.324030000e-01 -0.000000000e+00 -1.541200000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 7.559900000e+08 1.209000000e+00 1.601500000e+02 3.230200000e+12 1.197079000e+00
9.853663390e-01 1.054200000e+04 4.759800000e-07 3.475400000e+05 9.999999996e-01 2.597690000e+07 2.821950000e+04 2.817180000e+04 1.001690000e+00 1.026260000e+00 1.462450000e+00 1.370040000e-01 2.372450000e-01 -0.000000000e+00 -1.592540000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 7.393400000e+08 1.210600000e+00 1.511900000e+02 3.198300000e+12 1.199622000e+00
9.853756090e-01 1.047800000e+04 4.679500000e-07 3.388700000e+05 9.999999996e-01 2.576800000e+07 2.821900000e+04 2.817180000e+04 1.001680000e+00 1.025270000e+00 1.447330000e+00 1.385370000e-01 2.425050000e-01 -0.000000000e+00 -1.647880000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 7.220600000e+08 1.212200000e+00 1.423000000e+02 3.165600000e+12 1.202229000e+00
9.853850390e-01 1.041000000e+04 4.599300000e-07 3.302000000e+05 9.999999997e-01 2.555210000e+07 2.821840000e+04 2.817180000e+04 1.001660000e+00 1.024260000e+00 1.431670000e+00 1.402240000e-01 2.482340000e-01 -0.000000000e+00 -1.707700000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 7.041100000e+08 1.214100000e+00 1.334900000e+02 3.132200000e+12 1.204902000e+00
9.853946320e-01 1.034000000e+04 4.519100000e-07 3.215400000e+05 9.999999997e-01 2.532860000e+07 2.821790000e+04 2.817180000e+04 1.001640000e+00 1.023220000e+00 1.415450000e+00 1.420880000e-01 2.544960000e-01 -0.000000000e+00 -1.772580000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 6.854800000e+08 1.216200000e+00 1.247700000e+02 3.097800000e+12 1.207642000e+00
9.854043960e-01 1.026700000e+04 4.438900000e-07 3.128700000e+05 9.999999997e-01 2.509690000e+07 2.821730000e+04 2.817180000e+04 1.001620000e+00 1.022150000e+00 1.398650000e+00 1.441540000e-01 2.613670000e-01 -0.000000000e+00 -1.843240000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 6.661100000e+08 1.218500000e+00 1.161500000e+02 3.062700000e+12 1.210451000e+00
9.854143360e-01 1.018900000e+04 4.358900000e-07 3.042100000e+05 9.999999997e-01 2.485620000e+07 2.821680000e+04 2.817180000e+04 1.001600000e+00 1.021050000e+00 1.381240000e+00 1.464550000e-01 2.689400000e-01 -0.000000000e+00 -1.920530000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 6.459700000e+08 1.221200000e+00 1.076500000e+02 3.026600000e+12 1.213329000e+00
9.854244580e-01 1.010800000e+04 4.279000000e-07 2.955400000e+05 9.999999997e-01 2.460580000e+07 2.821620000e+04 2.817180000e+04 1.001580000e+00 1.019920000e+00 1.363190000e+00 1.490300000e-01 2.773220000e-01 -0.000000000e+00 -2.005480000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 6.250200000e+08 1.224100000e+00 9.927900000e+01 2.989600000e+12 1.216277000e+00
9.854347690e-01 1.002200000e+04 4.199400000e-07 2.868800000e+05 9.999999997e-01 2.434480000e+07 2.821560000e+04 2.817180000e+04 1.001560000e+00 1.018760000e+00 1.344490000e+00 1.519260000e-01 2.866490000e-01 -0.000000000e+00 -2.099330000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 6.032200000e+08 1.227600000e+00 9.106400000e+01 2.951700000e+12 1.219294000e+00
9.854452760e-01 9.965200000e+03 4.150200000e-07 2.814600000e+05 9.999999997e-01 2.407190000e+07 2.821500000e+04 2.817180000e+04 1.001530000e+00 1.018010000e+00 1.332260000e+00 1.539590000e-01 2.970750000e-01 -0.000000000e+00 -2.234850000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 5.889200000e+08 1.230000000e+00 8.595400000e+01 2.927100000e+12 1.221245000e+00
9.854479330e-01 9.942200000e+03 4.130400000e-07 2.793000000e+05 9.999999997e-01 2.400170000e+07 2.821480000e+04 2.817180000e+04 1.001530000e+00 1.017720000e+00 1.327370000e+00 1.548040000e-01 2.998760000e-01 -0.000000000e+00 -2.263660000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 5.831900000e+08 1.231000000e+00 8.394900000e+01 2.917300000e+12 1.222021000e+00
9.854506040e-01 9.907100000e+03 4.100600000e-07 2.760500000e+05 9.999999997e-01 2.393080000e+07 2.821470000e+04 2.817180000e+04 1.001520000e+00 1.017270000e+00 1.320000000e+00 1.561160000e-01 3.027640000e-01 -0.000000000e+00 -2.282270000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 5.745400000e+08 1.232600000e+00 8.096900000e+01 2.902600000e+12 1.223186000e+00
9.854559830e-01 9.870900000e+03 4.071100000e-07 2.728000000e+05 9.999999997e-01 2.378650000e+07 2.821440000e+04 2.817180000e+04 1.001510000e+00 1.016810000e+00 1.312440000e+00 1.575100000e-01 3.088120000e-01 -0.000000000e+00 -2.355410000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 5.656500000e+08 1.234300000e+00 7.798700000e+01 2.887500000e+12 1.224373000e+00
9.854586930e-01 9.846400000e+03 4.051400000e-07 2.706400000e+05 9.999999997e-01 2.371290000e+07 2.821420000e+04 2.817180000e+04 1.001510000e+00 1.016500000e+00 1.307380000e+00 1.584730000e-01 3.119780000e-01 -0.000000000e+00 -2.387860000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 5.596900000e+08 1.235400000e+00 7.601900000e+01 2.877500000e+12 1.225165000e+00
9.854614150e-01 9.821400000e+03 4.031800000e-07 2.684700000e+05 9.999999997e-01 2.363850000e+07 2.821410000e+04 2.817180000e+04 1.001500000e+00 1.016190000e+00 1.302270000e+00 1.594700000e-01 3.152480000e-01 -0.000000000e+00 -2.421340000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 5.536600000e+08 1.236700000e+00 7.406200000e+01 2.867400000e+12 1.225961000e+00
9.854641510e-01 9.796100000e+03 4.012200000e-07 2.663000000e+05 9.999999997e-01 2.356320000e+07 2.821390000e+04 2.817180000e+04 1.001500000e+00 1.015880000e+00 1.297120000e+00 1.605010000e-01 3.186250000e-01 -0.000000000e+00 -2.455890000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 5.475800000e+08 1.237900000e+00 7.211700000e+01 2.857200000e+12 1.226761000e+00
9.854668990e-01 9.770400000e+03 3.992600000e-07 2.641400000e+05 9.999999997e-01 2.348690000e+07 2.821380000e+04 2.817180000e+04 1.001490000e+00 1.015570000e+00 1.291930000e+00 1.615680000e-01 3.221130000e-01 -0.000000000e+00 -2.491560000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 5.414300000e+08 1.239300000e+00 7.018200000e+01 2.846900000e+12 1.227564000e+00
9.854696620e-01 9.744200000e+03 3.973100000e-07 2.619700000e+05 9.999999997e-01 2.340960000e+07 2.821360000e+04 2.817180000e+04 1.001480000e+00 1.015260000e+00 1.286690000e+00 1.626740000e-01 3.257200000e-01 -0.000000000e+00 -2.528410000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 5.352200000e+08 1.240600000e+00 6.826000000e+01 2.836600000e+12 1.228372000e+00
9.854724380e-01 9.717600000e+03 3.953600000e-07 2.598100000e+05 9.999999997e-01 2.333120000e+07 2.821340000e+04 2.817180000e+04 1.001480000e+00 1.014940000e+00 1.281400000e+00 1.638200000e-01 3.294500000e-01 -0.000000000e+00 -2.566510000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 5.289500000e+08 1.242000000e+00 6.635100000e+01 2.826200000e+12 1.229183000e+00
9.854752280e-01 9.690500000e+03 3.934200000e-07 2.576400000e+05 9.999999997e-01 2.325180000e+07 2.821330000e+04 2.817180000e+04 1.001470000e+00 1.014630000e+00 1.276070000e+00 1.650080000e-01 3.333090000e-01 -0.000000000e+00 -2.605910000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 5.226200000e+08 1.243500000e+00 6.445500000e+01 2.815800000e+12 1.229997000e+00
9.854780310e-01 9.656100000e+03 3.909900000e-07 2.549300000e+05 9.999999997e-01 2.317140000e+07 2.821310000e+04 2.817180000e+04 1.001470000e+00 1.014230000e+00 1.269360000e+00 1.665500000e-01 3.373060000e-01 -0.000000000e+00 -2.639130000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 5.146400000e+08 1.245500000e+00 6.211000000e+01 2.802700000e+12 1.231017000e+00
9.854822620e-01 9.613700000e+03 3.880900000e-07 2.516900000e+05 9.999999997e-01 2.304850000e+07 2.821290000e+04 2.817180000e+04 1.001460000e+00 1.013750000e+00 1.261200000e+00 1.685050000e-01 3.435730000e-01 -0.000000000e+00 -2.702690000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 5.049000000e+08 1.247900000e+00 5.931900000e+01 2.786700000e+12 1.232251000e+00
9.854865250e-01 9.577300000e+03 3.857000000e-07 2.489800000e+05 9.999999997e-01 2.292300000e+07 2.821260000e+04 2.817180000e+04 1.001450000e+00 1.013340000e+00 1.254300000e+00 1.702280000e-01 3.501890000e-01 -0.000000000e+00 -2.778130000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.966400000e+08 1.250100000e+00 5.701400000e+01 2.773300000e+12 1.233288000e+00
9.854893840e-01 9.547600000e+03 3.837900000e-07 2.468100000e+05 9.999999997e-01 2.283780000e+07 2.821250000e+04 2.817180000e+04 1.001440000e+00 1.013020000e+00 1.248740000e+00 1.716620000e-01 3.548080000e-01 -0.000000000e+00 -2.825260000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.899800000e+08 1.252000000e+00 5.519300000e+01 2.762500000e+12 1.234118000e+00
9.854922580e-01 9.517400000e+03 3.818800000e-07 2.446500000e+05 9.999999997e-01 2.275130000e+07 2.821230000e+04 2.817180000e+04 1.001440000e+00 1.012690000e+00 1.243150000e+00 1.731540000e-01 3.596050000e-01 -0.000000000e+00 -2.874210000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.832600000e+08 1.253900000e+00 5.338900000e+01 2.751700000e+12 1.234950000e+00
9.854951460e-01 9.486600000e+03 3.799800000e-07 2.424800000e+05 9.999999997e-01 2.266360000e+07 2.821210000e+04 2.817180000e+04 1.001430000e+00 1.012360000e+00 1.237510000e+00 1.747080000e-01 3.645900000e-01 -0.000000000e+00 -2.925090000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.764700000e+08 1.255900000e+00 5.160300000e+01 2.740800000e+12 1.235785000e+00
9.854980490e-01 9.459100000e+03 3.783300000e-07 2.405900000e+05 9.999999998e-01 2.257440000e+07 2.821200000e+04 2.817180000e+04 1.001430000e+00 1.012080000e+00 1.232530000e+00 1.761220000e-01 3.697730000e-01 -0.000000000e+00 -2.982870000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.704700000e+08 1.257700000e+00 5.005300000e+01 2.731200000e+12 1.236518000e+00
9.855002350e-01 9.435200000e+03 3.769200000e-07 2.389600000e+05 9.999999998e-01 2.250660000e+07 2.821190000e+04 2.817180000e+04 1.001420000e+00 1.011830000e+00 1.228240000e+00 1.773730000e-01 3.737980000e-01 -0.000000000e+00 -3.024140000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.652900000e+08 1.259400000e+00 4.873700000e+01 2.722900000e+12 1.237147000e+00
9.855024290e-01 9.410900000e+03 3.755100000e-07 2.373400000e+05 9.999999998e-01 2.243800000e+07 2.821170000e+04 2.817180000e+04 1.001420000e+00 1.011580000e+00 1.223930000e+00 1.786640000e-01 3.779470000e-01 -0.000000000e+00 -3.066700000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.600800000e+08 1.261100000e+00 4.743200000e+01 2.714600000e+12 1.237776000e+00
9.855046320e-01 9.386300000e+03 3.741100000e-07 2.357100000e+05 9.999999998e-01 2.236860000e+07 2.821160000e+04 2.817180000e+04 1.001410000e+00 1.011330000e+00 1.219590000e+00 1.799970000e-01 3.822250000e-01 -0.000000000e+00 -3.110620000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.548300000e+08 1.262800000e+00 4.613900000e+01 2.706200000e+12 1.238407000e+00
9.855068430e-01 9.357000000e+03 3.724800000e-07 2.338200000e+05 9.999999998e-01 2.229830000e+07 2.821150000e+04 2.817180000e+04 1.001410000e+00 1.011040000e+00 1.214520000e+00 1.816030000e-01 3.866390000e-01 -0.000000000e+00 -3.150550000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.486600000e+08 1.264900000e+00 4.464600000e+01 2.696500000e+12 1.239142000e+00
9.855098040e-01 9.322900000e+03 3.706300000e-07 2.316500000e+05 9.999999998e-01 2.220320000e+07 2.821130000e+04 2.817180000e+04 1.001400000e+00 1.010710000e+00 1.208670000e+00 1.835190000e-01 3.927450000e-01 -0.000000000e+00 -3.213140000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.415400000e+08 1.267500000e+00 4.295800000e+01 2.685200000e+12 1.239984000e+00
9.855127800e-01 9.288000000e+03 3.687900000e-07 2.294900000e+05 9.999999998e-01 2.210650000e+07 2.821110000e+04 2.817180000e+04 1.001400000e+00 1.010370000e+00 1.202770000e+00 1.855210000e-01 3.991190000e-01 -0.000000000e+00 -3.278560000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.343600000e+08 1.270200000e+00 4.129200000e+01 2.673900000e+12 1.240827000e+00
9.855157700e-01 9.252400000e+03 3.669700000e-07 2.273200000e+05 9.999999998e-01 2.200810000e+07 2.821100000e+04 2.817180000e+04 1.001390000e+00 1.010040000e+00 1.196840000e+00 1.876140000e-01 4.057790000e-01 -0.000000000e+00 -3.347020000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.271100000e+08 1.273000000e+00 3.964800000e+01 2.662500000e+12 1.241670000e+00
9.855187750e-01 9.215900000e+03 3.651500000e-07 2.251600000e+05 9.999999998e-01 2.190780000e+07 2.821080000e+04 2.817180000e+04 1.001380000e+00 1.009700000e+00 1.190880000e+00 1.898050000e-01 4.127420000e-01 -0.000000000e+00 -3.418720000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.197900000e+08 1.275900000e+00 3.802800000e+01 2.651100000e+12 1.242513000e+00
9.855217950e-01 9.178600000e+03 3.633600000e-07 2.229900000e+05 9.999999998e-01 2.180580000e+07 2.821060000e+04 2.817180000e+04 1.001380000e+00 1.009370000e+00 1.184870000e+00 1.921000000e-01 4.200310000e-01 -0.000000000e+00 -3.493930000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.124100000e+08 1.279100000e+00 3.643200000e+01 2.639600000e+12 1.243355000e+00
9.855248300e-01 9.140300000e+03 3.615700000e-07 2.208300000e+05 9.999999998e-01 2.170180000e+07 2.821040000e+04 2.817180000e+04 1.001370000e+00 1.009030000e+00 1.178830000e+00 1.945060000e-01 4.276660000e-01 -0.000000000e+00 -3.572890000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.049600000e+08 1.282400000e+00 3.486000000e+01 2.628000000e+12 1.244196000e+00
9.855278800e-01 9.101200000e+03 3.598100000e-07 2.186600000e+05 9.999999998e-01 2.159590000e+07 2.821030000e+04 2.817180000e+04 1.001370000e+00 1.008690000e+00 1.172760000e+00 1.970300000e-01 4.356730000e-01 -0.000000000e+00 -3.655900000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 3.974500000e+08 1.285900000e+00 3.331500000e+01 2.616400000e+12 1.245035000e+00
9.855309450e-01 9.061000000e+03 3.580600000e-07 2.165000000e+05 9.999999998e-01 2.148790000e+07 2.821010000e+04 2.817180000e+04 1.001360000e+00 1.008350000e+00 1.166650000e+00 1.996800000e-01 4.440790000e-01 -0.000000000e+00 -3.743280000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 3.898700000e+08 1.289600000e+00 3.179600000e+01 2.604700000e+12 1.245872000e+00
9.855340250e-01 9.019900000e+03 3.563300000e-07 2.143300000e+05 9.999999998e-01 2.137760000e+07 2.820990000e+04 2.817180000e+04 1.001350000e+00 1.008020000e+00 1.160510000e+00 2.024650000e-01 4.529130000e-01 -0.000000000e+00 -3.835390000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 3.822300000e+08 1.293500000e+00 3.030500000e+01 2.592900000e+12 1.246706000e+00
9.855371200e-01 8.977700000e+03 3.546300000e-07 2.121700000e+05 9.999999998e-01 2.126510000e+07 2.820970000e+04 2.817180000e+04 1.001350000e+00 1.007680000e+00 1.154350000e+00 2.053960000e-01 4.622070000e-01 -0.000000000e+00 -3.932620000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 3.745300000e+08 1.297600000e+00 2.884200000e+01 2.581100000e+12 1.247535000e+00
9.855402300e-01 8.934300000e+03 3.529400000e-07 2.100000000e+05 9.999999998e-01 2.115020000e+07 2.820960000e+04 2.817180000e+04 1.001340000e+00 1.007340000e+00 1.148160000e+00 2.084810000e-01 4.719960000e-01 -0.000000000e+00 -4.035410000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 3.667700000e+08 1.302000000e+00 2.740800000e+01 2.569200000e+12 1.248361000e+00
9.855433540e-01 8.889800000e+03 3.512800000e-07 2.078400000e+05 9.999999998e-01 2.103280000e+07 2.820940000e+04 2.817180000e+04 1.001330000e+00 1.007010000e+00 1.141940000e+00 2.117340000e-01 4.823190000e-01 -0.000000000e+00 -4.144230000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 3.589500000e+08 1.306700000e+00 2.600300000e+01 2.557300000e+12 1.249181000e+00
9.855464930e-01 8.855400000e+03 3.500600000e-07 2.062100000e+05 9.999999998e-01 2.091280000e+07 2.820920000e+04 2.817180000e+04 1.001330000e+00 1.006750000e+00 1.137250000e+00 2.143030000e-01 4.932210000e-01 -0.000000000e+00 -4.278700000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 3.530100000e+08 1.310500000e+00 2.496400000e+01 2.548300000e+12 1.249795000e+00
