# rad[Rsun] Temperature[K] rho[cgs] Pressure[cgs] xmr[0-1] Hp[cm] gmr[cm/s2] gsurf[cm/s2] grav[cm/s2] phi delta abadd abla abmu Nt2[rad2/sec2] Nmu2[rad2/sec2] N2[rad2/sec2] N[rad/sec] Kt[cgs] cp gamma1 kap[cgs] eint[erg/g/s] mu
9.855480690e-01 8.832200000e+03 3.492500000e-07 2.051300000e+05 9.999999998e-01 2.085170000e+07 2.820910000e+04 2.817180000e+04 1.001330000e+00 1.006590000e+00 1.134130000e+00 2.160660000e-01 4.989030000e-01 -0.000000000e+00 -4.339560000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 3.490600000e+08 1.313000000e+00 2.428200000e+01 2.542300000e+12 1.250200000e+00
9.855496470e-01 8.808600000e+03 3.484500000e-07 2.040500000e+05 9.999999998e-01 2.079000000e+07 2.820900000e+04 2.817180000e+04 1.001320000e+00 1.006420000e+00 1.131000000e+00 2.178790000e-01 5.047480000e-01 -0.000000000e+00 -4.402300000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 3.450900000e+08 1.315700000e+00 2.360700000e+01 2.536300000e+12 1.250603000e+00
9.855512300e-01 8.784700000e+03 3.476500000e-07 2.029600000e+05 9.999999998e-01 2.072750000e+07 2.820890000e+04 2.817180000e+04 1.001320000e+00 1.006250000e+00 1.127870000e+00 2.197420000e-01 5.107620000e-01 -0.000000000e+00 -4.467040000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 3.411100000e+08 1.318500000e+00 2.294000000e+01 2.530300000e+12 1.251004000e+00
9.855528160e-01 8.760500000e+03 3.468700000e-07 2.018800000e+05 9.999999998e-01 2.066430000e+07 2.820880000e+04 2.817180000e+04 1.001320000e+00 1.006090000e+00 1.124730000e+00 2.216590000e-01 5.169530000e-01 -0.000000000e+00 -4.533850000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 3.371100000e+08 1.321300000e+00 2.228000000e+01 2.524200000e+12 1.251403000e+00
9.855544050e-01 8.735800000e+03 3.460900000e-07 2.008000000e+05 9.999999998e-01 2.060030000e+07 2.820880000e+04 2.817180000e+04 1.001310000e+00 1.005920000e+00 1.121600000e+00 2.236310000e-01 5.233270000e-01 -0.000000000e+00 -4.602850000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 3.331000000e+08 1.324300000e+00 2.162700000e+01 2.518200000e+12 1.251800000e+00
9.855559980e-01 8.710900000e+03 3.453200000e-07 1.997200000e+05 9.999999998e-01 2.053560000e+07 2.820870000e+04 2.817180000e+04 1.001310000e+00 1.005750000e+00 1.118460000e+00 2.256610000e-01 5.298940000e-01 -0.000000000e+00 -4.674130000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 3.290800000e+08 1.327300000e+00 2.098200000e+01 2.512100000e+12 1.252194000e+00
9.855575950e-01 8.685500000e+03 3.445500000e-07 1.986300000e+05 9.999999998e-01 2.047000000e+07 2.820860000e+04 2.817180000e+04 1.001310000e+00 1.005590000e+00 1.115310000e+00 2.277500000e-01 5.366610000e-01 -0.000000000e+00 -4.747810000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 3.250400000e+08 1.330500000e+00 2.034400000e+01 2.506100000e+12 1.252586000e+00
9.855591950e-01 8.659700000e+03 3.438000000e-07 1.975500000e+05 9.999999998e-01 2.040360000e+07 2.820850000e+04 2.817180000e+04 1.001300000e+00 1.005420000e+00 1.112170000e+00 2.299010000e-01 5.436360000e-01 -0.000000000e+00 -4.824000000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 3.210000000e+08 1.333700000e+00 1.971500000e+01 2.500000000e+12 1.252975000e+00
9.855607990e-01 8.633500000e+03 3.430600000e-07 1.964700000e+05 9.999999998e-01 2.033630000e+07 2.820840000e+04 2.817180000e+04 1.001300000e+00 1.005260000e+00 1.109020000e+00 2.321170000e-01 5.508300000e-01 -0.000000000e+00 -4.902820000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 3.169400000e+08 1.337100000e+00 1.909300000e+01 2.493900000e+12 1.253360000e+00
9.855624060e-01 8.607000000e+03 3.423300000e-07 1.953900000e+05 9.999999998e-01 2.026820000e+07 2.820830000e+04 2.817180000e+04 1.001300000e+00 1.005090000e+00 1.105880000e+00 2.344000000e-01 5.582500000e-01 -0.000000000e+00 -4.984410000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 3.128600000e+08 1.340600000e+00 1.848000000e+01 2.487800000e+12 1.253743000e+00
9.855640170e-01 8.579900000e+03 3.416000000e-07 1.943100000e+05 9.999999998e-01 2.019920000e+07 2.820820000e+04 2.817180000e+04 1.001290000e+00 1.004930000e+00 1.102730000e+00 2.367530000e-01 5.659080000e-01 -0.000000000e+00 -5.068890000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 3.087800000e+08 1.344300000e+00 1.787500000e+01 2.481700000e+12 1.254122000e+00
9.855656310e-01 8.552500000e+03 3.408900000e-07 1.932200000e+05 9.999999998e-01 2.012920000e+07 2.820810000e+04 2.817180000e+04 1.001290000e+00 1.004770000e+00 1.099590000e+00 2.391780000e-01 5.738130000e-01 -0.000000000e+00 -5.156420000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 3.046900000e+08 1.348000000e+00 1.727900000e+01 2.475600000e+12 1.254498000e+00
9.855672480e-01 8.524600000e+03 3.401900000e-07 1.921400000e+05 9.999999998e-01 2.005830000e+07 2.820800000e+04 2.817180000e+04 1.001290000e+00 1.004610000e+00 1.096440000e+00 2.416800000e-01 5.819770000e-01 -0.000000000e+00 -5.247150000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 3.005800000e+08 1.352000000e+00 1.669000000e+01 2.469500000e+12 1.254869000e+00
9.855688690e-01 8.496200000e+03 3.395100000e-07 1.910600000e+05 9.999999998e-01 1.998640000e+07 2.820790000e+04 2.817180000e+04 1.001280000e+00 1.004450000e+00 1.093300000e+00 2.442600000e-01 5.904100000e-01 -0.000000000e+00 -5.341230000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 2.964700000e+08 1.356100000e+00 1.611100000e+01 2.463300000e+12 1.255237000e+00
9.855704930e-01 8.467300000e+03 3.388300000e-07 1.899800000e+05 9.999999998e-01 1.991340000e+07 2.820780000e+04 2.817180000e+04 1.001280000e+00 1.004280000e+00 1.090160000e+00 2.469230000e-01 5.991230000e-01 -0.000000000e+00 -5.438820000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 2.923500000e+08 1.360300000e+00 1.554100000e+01 2.457200000e+12 1.255601000e+00
9.855721200e-01 8.437900000e+03 3.381700000e-07 1.888900000e+05 9.999999998e-01 1.983950000e+07 2.820770000e+04 2.817180000e+04 1.001280000e+00 1.004130000e+00 1.087030000e+00 2.496710000e-01 6.081300000e-01 -0.000000000e+00 -5.540110000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 2.882200000e+08 1.364700000e+00 1.497900000e+01 2.451100000e+12 1.255960000e+00
9.855737510e-01 8.408100000e+03 3.375200000e-07 1.878100000e+05 9.999999998e-01 1.976440000e+07 2.820760000e+04 2.817180000e+04 1.001270000e+00 1.003970000e+00 1.083900000e+00 2.525080000e-01 6.174410000e-01 -0.000000000e+00 -5.645270000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 2.840800000e+08 1.369300000e+00 1.442700000e+01 2.444900000e+12 1.256314000e+00
9.855753840e-01 8.377600000e+03 3.368900000e-07 1.867300000e+05 9.999999998e-01 1.968830000e+07 2.820750000e+04 2.817180000e+04 1.001270000e+00 1.003810000e+00 1.080780000e+00 2.554370000e-01 6.270700000e-01 -0.000000000e+00 -5.754490000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 2.799300000e+08 1.374100000e+00 1.388400000e+01 2.438800000e+12 1.256663000e+00
9.855770210e-01 8.346700000e+03 3.362700000e-07 1.856500000e+05 9.999999998e-01 1.961100000e+07 2.820750000e+04 2.817180000e+04 1.001270000e+00 1.003650000e+00 1.077660000e+00 2.584630000e-01 6.370270000e-01 -0.000000000e+00 -5.867950000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 2.757800000e+08 1.379000000e+00 1.335000000e+01 2.432600000e+12 1.257007000e+00
9.855786600e-01 8.315100000e+03 3.356600000e-07 1.845600000e+05 9.999999998e-01 1.953250000e+07 2.820740000e+04 2.817180000e+04 1.001260000e+00 1.003500000e+00 1.074550000e+00 2.615880000e-01 6.473270000e-01 -0.000000000e+00 -5.985850000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 2.716300000e+08 1.384200000e+00 1.282600000e+01 2.426500000e+12 1.257345000e+00
9.855803030e-01 8.283000000e+03 3.350800000e-07 1.834800000e+05 9.999999998e-01 1.945280000e+07 2.820730000e+04 2.817180000e+04 1.001260000e+00 1.003340000e+00 1.071460000e+00 2.648170000e-01 6.579790000e-01 -0.000000000e+00 -6.108370000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 2.674800000e+08 1.389600000e+00 1.231100000e+01 2.420300000e+12 1.257677000e+00
9.855819480e-01 8.250300000e+03 3.345100000e-07 1.824000000e+05 9.999999998e-01 1.937180000e+07 2.820720000e+04 2.817180000e+04 1.001260000e+00 1.003190000e+00 1.068370000e+00 2.681520000e-01 6.689950000e-01 -0.000000000e+00 -6.235710000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 2.633200000e+08 1.395200000e+00 1.180600000e+01 2.414200000e+12 1.258002000e+00
9.855835970e-01 8.216900000e+03 3.339600000e-07 1.813200000e+05 9.999999998e-01 1.928960000e+07 2.820710000e+04 2.817180000e+04 1.001250000e+00 1.003040000e+00 1.065300000e+00 2.715970000e-01 6.803850000e-01 -0.000000000e+00 -6.368040000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 2.591700000e+08 1.401100000e+00 1.131100000e+01 2.408000000e+12 1.258321000e+00
9.855852470e-01 8.183000000e+03 3.334200000e-07 1.802300000e+05 9.999999998e-01 1.920600000e+07 2.820700000e+04 2.817180000e+04 1.001250000e+00 1.002890000e+00 1.062250000e+00 2.751560000e-01 6.921570000e-01 -0.000000000e+00 -6.505540000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 2.550200000e+08 1.407200000e+00 1.082700000e+01 2.401900000e+12 1.258633000e+00
9.855869010e-01 8.148300000e+03 3.329100000e-07 1.791500000e+05 9.999999998e-01 1.912100000e+07 2.820690000e+04 2.817180000e+04 1.001250000e+00 1.002740000e+00 1.059210000e+00 2.788300000e-01 7.043170000e-01 -0.000000000e+00 -6.648330000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 2.508800000e+08 1.413600000e+00 1.035200000e+01 2.395700000e+12 1.258938000e+00
9.855885570e-01 8.113000000e+03 3.324200000e-07 1.780700000e+05 9.999999998e-01 1.903460000e+07 2.820680000e+04 2.817180000e+04 1.001240000e+00 1.002590000e+00 1.056200000e+00 2.826230000e-01 7.168670000e-01 -0.000000000e+00 -6.796540000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 2.467500000e+08 1.420200000e+00 9.888000000e+00 2.389600000e+12 1.259235000e+00
9.855902160e-01 8.077000000e+03 3.319500000e-07 1.769900000e+05 9.999999998e-01 1.894680000e+07 2.820670000e+04 2.817180000e+04 1.001240000e+00 1.002450000e+00 1.053210000e+00 2.865340000e-01 7.298050000e-01 -0.000000000e+00 -6.950230000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 2.426400000e+08 1.427200000e+00 9.434400000e+00 2.383400000e+12 1.259523000e+00
9.855918770e-01 8.040200000e+03 3.315000000e-07 1.759000000e+05 9.999999998e-01 1.885750000e+07 2.820660000e+04 2.817180000e+04 1.001240000e+00 1.002310000e+00 1.050250000e+00 2.905660000e-01 7.431240000e-01 -0.000000000e+00 -7.109420000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 2.385500000e+08 1.434400000e+00 8.991400000e+00 2.377300000e+12 1.259803000e+00
9.855935400e-01 8.002800000e+03 3.310700000e-07 1.748200000e+05 9.999999998e-01 1.876670000e+07 2.820650000e+04 2.817180000e+04 1.001230000e+00 1.002170000e+00 1.047330000e+00 2.947170000e-01 7.568100000e-01 -0.000000000e+00 -7.274010000e-04 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 2.344800000e+08 1.441900000e+00 8.559400000e+00 2.371200000e+12 1.260074000e+00
9.855952050e-01 7.964600000e+03 3.306700000e-07 1.737400000e+05 9.999999998e-01 1.867430000e+07 2.820640000e+04 2.817180000e+04 1.001230000e+00 1.002030000e+00 1.044440000e+00 2.989780000e-01 nan -0.000000000e+00 nan -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 2.304600000e+08 1.449700000e+00 nan 2.365100000e+12 1.260335000e+00
9.855968720e-01 7.925700000e+03 3.302800000e-07 1.726600000e+05 9.999999998e-01 1.858050000e+07 2.820630000e+04 2.817180000e+04 1.001230000e+00 1.001900000e+00 1.041610000e+00 3.033460000e-01 nan -0.000000000e+00 nan -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 2.264800000e+08 1.457800000e+00 nan 2.359000000e+12 1.260586000e+00
9.855985420e-01 7.886000000e+03 3.299300000e-07 1.715700000e+05 9.999999998e-01 1.848510000e+07 2.820620000e+04 2.817180000e+04 1.001220000e+00 1.001770000e+00 1.038830000e+00 3.078200000e-01 nan -0.000000000e+00 nan -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 2.225500000e+08 1.466200000e+00 nan 2.353000000e+12 1.260826000e+00
9.856002130e-01 7.845600000e+03 3.296000000e-07 1.704900000e+05 9.999999998e-01 1.838800000e+07 2.820610000e+04 2.817180000e+04 1.001220000e+00 1.001640000e+00 1.036100000e+00 3.123910000e-01 nan -0.000000000e+00 nan -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 2.186800000e+08 1.475000000e+00 nan 2.346900000e+12 1.261057000e+00
9.856018850e-01 7.804300000e+03 3.292900000e-07 1.694100000e+05 9.999999998e-01 1.828930000e+07 2.820600000e+04 2.817180000e+04 1.001220000e+00 1.001520000e+00 1.033430000e+00 3.170460000e-01 nan -0.000000000e+00 nan -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 2.148700000e+08 1.483900000e+00 nan 2.340900000e+12 1.261276000e+00
9.856035600e-01 7.762200000e+03 3.290200000e-07 1.683300000e+05 9.999999998e-01 1.818890000e+07 2.820590000e+04 2.817180000e+04 1.001210000e+00 1.001400000e+00 1.030840000e+00 3.217710000e-01 nan -0.000000000e+00 nan -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 2.111500000e+08 1.493200000e+00 nan 2.334900000e+12 1.261483000e+00
9.856052350e-01 7.719300000e+03 3.287700000e-07 1.672500000e+05 9.999999998e-01 1.808680000e+07 2.820580000e+04 2.817180000e+04 1.001210000e+00 1.001280000e+00 1.028330000e+00 3.265460000e-01 nan -0.000000000e+00 nan -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 2.075300000e+08 1.502600000e+00 nan 2.328900000e+12 1.261679000e+00
9.856069120e-01 7.675700000e+03 3.285500000e-07 1.661600000e+05 9.999999998e-01 1.798300000e+07 2.820570000e+04 2.817180000e+04 1.001210000e+00 1.001170000e+00 1.025910000e+00 3.313470000e-01 nan -0.000000000e+00 nan -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 2.040100000e+08 1.512300000e+00 nan 2.323000000e+12 1.261863000e+00
9.856085900e-01 7.631200000e+03 3.283600000e-07 1.650800000e+05 9.999999998e-01 1.787760000e+07 2.820560000e+04 2.817180000e+04 1.001200000e+00 1.001070000e+00 1.023580000e+00 3.361480000e-01 nan -0.000000000e+00 nan -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 2.006100000e+08 1.522100000e+00 nan 2.317100000e+12 1.262036000e+00
9.856102690e-01 7.586000000e+03 3.281900000e-07 1.640000000e+05 9.999999998e-01 1.777060000e+07 2.820560000e+04 2.817180000e+04 1.001200000e+00 1.000970000e+00 1.021370000e+00 3.409170000e-01 nan -0.000000000e+00 nan -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 1.973500000e+08 1.531900000e+00 nan 2.311200000e+12 1.262195000e+00
9.856119490e-01 7.540100000e+03 3.280500000e-07 1.629200000e+05 9.999999998e-01 1.766210000e+07 2.820550000e+04 2.817180000e+04 1.001200000e+00 1.000880000e+00 1.019270000e+00 3.456210000e-01 nan -0.000000000e+00 nan -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 1.942400000e+08 1.541800000e+00 nan 2.305300000e+12 1.262343000e+00
9.856136300e-01 7.493500000e+03 3.279300000e-07 1.618300000e+05 9.999999998e-01 1.755210000e+07 2.820540000e+04 2.817180000e+04 1.001190000e+00 1.000790000e+00 1.017290000e+00 3.502270000e-01 nan -0.000000000e+00 nan -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 1.912900000e+08 1.551600000e+00 nan 2.299500000e+12 1.262478000e+00
9.856153110e-01 7.446300000e+03 3.278300000e-07 1.607500000e+05 9.999999998e-01 1.744090000e+07 2.820530000e+04 2.817180000e+04 1.001190000e+00 1.000710000e+00 1.015440000e+00 3.546970000e-01 nan -0.000000000e+00 nan -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 1.885200000e+08 1.561200000e+00 nan 2.293800000e+12 1.262602000e+00
9.856169920e-01 7.398600000e+03 3.277600000e-07 1.596700000e+05 9.999999998e-01 1.732850000e+07 2.820520000e+04 2.817180000e+04 1.001190000e+00 1.000630000e+00 1.013720000e+00 3.589970000e-01 nan -0.000000000e+00 nan -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 1.859300000e+08 1.570600000e+00 nan 2.288100000e+12 1.262714000e+00
9.856186740e-01 7.350400000e+03 3.276900000e-07 1.585900000e+05 9.999999998e-01 1.721510000e+07 2.820510000e+04 2.817180000e+04 1.001180000e+00 1.000570000e+00 1.012140000e+00 3.630960000e-01 nan -0.000000000e+00 nan -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 1.835300000e+08 1.579600000e+00 nan 2.282400000e+12 1.262815000e+00
9.856203570e-01 7.301800000e+03 3.276500000e-07 1.575100000e+05 9.999999998e-01 1.710100000e+07 2.820500000e+04 2.817180000e+04 1.001180000e+00 1.000510000e+00 1.010690000e+00 3.669650000e-01 nan -0.000000000e+00 nan -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 1.813200000e+08 1.588300000e+00 nan 2.276900000e+12 1.262905000e+00
9.856220390e-01 7.253000000e+03 3.276000000e-07 1.564200000e+05 9.999999998e-01 1.698630000e+07 2.820490000e+04 2.817180000e+04 1.001170000e+00 1.000450000e+00 1.009390000e+00 3.705820000e-01 nan -0.000000000e+00 nan -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 1.793100000e+08 1.596500000e+00 nan 2.271300000e+12 1.262984000e+00
9.856237220e-01 7.204100000e+03 3.275700000e-07 1.553400000e+05 9.999999998e-01 1.687130000e+07 2.820480000e+04 2.817180000e+04 1.001170000e+00 1.000400000e+00 1.008210000e+00 3.739300000e-01 nan -0.000000000e+00 nan -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 1.774900000e+08 1.604100000e+00 nan 2.265900000e+12 1.263055000e+00
9.856254050e-01 7.155100000e+03 3.275300000e-07 1.542600000e+05 9.999999998e-01 1.675620000e+07 2.820470000e+04 2.817180000e+04 1.001170000e+00 1.000360000e+00 1.007160000e+00 3.770010000e-01 nan -0.000000000e+00 nan -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 1.758500000e+08 1.611200000e+00 nan 2.260500000e+12 1.263116000e+00
9.856270880e-01 7.106300000e+03 3.274800000e-07 1.531800000e+05 9.999999998e-01 1.664130000e+07 2.820460000e+04 2.817180000e+04 1.001160000e+00 1.000320000e+00 1.006230000e+00 3.797910000e-01 nan -0.000000000e+00 nan -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 1.743900000e+08 1.617700000e+00 nan 2.255200000e+12 1.263170000e+00
9.856287720e-01 7.057700000e+03 3.274200000e-07 1.520900000e+05 9.999999998e-01 1.652700000e+07 2.820450000e+04 2.817180000e+04 1.001160000e+00 1.000290000e+00 1.005410000e+00 3.823020000e-01 nan -0.000000000e+00 nan -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 1.731000000e+08 1.623600000e+00 nan 2.250000000e+12 1.263217000e+00
9.856304560e-01 7.009600000e+03 3.273300000e-07 1.510100000e+05 9.999999998e-01 1.641370000e+07 2.820440000e+04 2.817180000e+04 1.001160000e+00 1.000260000e+00 1.004690000e+00 3.845400000e-01 nan -0.000000000e+00 nan -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 1.719600000e+08 1.628900000e+00 nan 2.244900000e+12 1.263257000e+00
9.856321400e-01 6.962200000e+03 3.272000000e-07 1.499300000e+05 9.999999998e-01 1.630180000e+07 2.820430000e+04 2.817180000e+04 1.001150000e+00 1.000230000e+00 1.004080000e+00 3.865180000e-01 nan -0.000000000e+00 nan -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 1.709700000e+08 1.633700000e+00 nan 2.239900000e+12 1.263291000e+00
9.856338250e-01 6.915600000e+03 3.270400000e-07 1.488500000e+05 9.999999998e-01 1.619170000e+07 2.820420000e+04 2.817180000e+04 1.001150000e+00 1.000210000e+00 1.003540000e+00 3.882540000e-01 nan -0.000000000e+00 nan -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 1.701100000e+08 1.637800000e+00 nan 2.235100000e+12 1.263320000e+00
9.856355100e-01 6.869900000e+03 3.268300000e-07 1.477700000e+05 9.999999998e-01 1.608380000e+07 2.820410000e+04 2.817180000e+04 1.001150000e+00 1.000190000e+00 1.003080000e+00 3.897680000e-01 nan -0.000000000e+00 nan -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 1.693700000e+08 1.641500000e+00 nan 2.230300000e+12 1.263344000e+00
9.856371970e-01 6.825300000e+03 3.265600000e-07 1.466800000e+05 9.999999999e-01 1.597820000e+07 2.820400000e+04 2.817180000e+04 1.001140000e+00 1.000180000e+00 1.002690000e+00 3.910840000e-01 nan -0.000000000e+00 nan -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 1.687300000e+08 1.644700000e+00 nan 2.225800000e+12 1.263365000e+00
9.856388850e-01 6.760200000e+03 3.260600000e-07 1.450600000e+05 9.999999999e-01 1.587530000e+07 2.820390000e+04 2.817180000e+04 1.001140000e+00 1.000160000e+00 1.002210000e+00 3.927420000e-01 nan -0.000000000e+00 nan -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 1.679300000e+08 1.648700000e+00 nan 2.219100000e+12 1.263391000e+00
